t,hr,eda,spo2,accel,ambient_temp,ambient_noise,device_id,Battery_level
439.75,93.14914454,0.470012253,99,0,33.36257735,51.9,S01,56.025
440,96.39964529,0.546041565,94,1,33.47686939,64.4,S01,56
440.25,87.42127491,0.486045796,90,0,33.55705075,67.4,S01,55.975
440.5,80.75433639,0.525678326,91,3,33.53094168,41,S01,55.95
440.75,63.98034188,0.477152746,100,1,33.03622333,47.1,S01,55.925
441,77.53937512,0.566706547,93,0,33.40487958,48.1,S01,55.9
441.25,71.56753405,0.345494359,86,2,32.75127667,55.4,S01,55.875
441.5,101.7094272,0.463668799,93,4,34.18161449,35.7,S01,55.85
441.75,78.24114188,0.529657268,96,1,33.34818696,30.7,S01,55.825
442,81.23204807,0.553369525,87,1,33.25555694,54.3,S01,55.8
442.25,85.51485376,0.649295262,89,0,34.29447016,53,S01,55.775
442.5,80.43602446,0.460897533,94,1,32.87887673,51.7,S01,55.75
442.75,96.9505104,0.647948176,87,1,32.93720644,48,S01,55.725
443,73.77350638,0.434097617,100,2,32.95188984,44,S01,55.7
443.25,81.94607455,0.632864641,88,0,33.46606431,57,S01,55.675
443.5,72.57529414,0.581746713,92,1,33.71581581,66.1,S01,55.65
443.75,66.79977489,0.408654142,91,1,33.86983773,42.9,S01,55.625
444,73.88230909,0.530703924,100,0,34.78599766,58.1,S01,55.6
444.25,79.62963203,0.494876416,93,1,32.37528377,66.7,S01,55.575
444.5,75.70697775,0.562558459,97,1,33.80436779,62.9,S01,55.55
444.75,73.0757902,0.477672841,94,0,33.22143471,49.8,S01,55.525
445,65.93682536,0.469275377,88,1,33.20679243,63.3,S01,55.5
445.25,79.16894427,0.636909458,87,0,33.19011394,72.3,S01,55.475
445.5,64.95279626,0.490127911,92,2,33.04561516,56.5,S01,55.45
445.75,87.60055964,0.582642232,90,1,34.34226242,36.3,S01,55.425
446,80.82439753,0.477464851,91,2,33.92114866,61,S01,55.4
446.25,65.42448501,0.666666326,100,3,33.51159799,36.3,S01,55.375
446.5,76.90790923,0.432166537,96,1,34.17550788,66.3,S01,55.35
446.75,72.47843594,0.438585647,98,0,32.74373552,67.3,S01,55.325
447,83.1917451,0.652451718,99,0,32.83464743,36.6,S01,55.3
447.25,93.40450446,0.455505361,86,1,32.41101613,67.1,S01,55.275
447.5,61.2482753,0.660107431,95,0,33.15029273,45.1,S01,55.25
447.75,81.15026079,0.589184058,98,1,33.58084926,79.9,S01,55.225
448,78.39867204,0.484535029,85,0,33.55142929,59,S01,55.2
448.25,86.71340076,0.318670653,90,1,33.57467096,71.6,S01,55.175
448.5,82.13196628,0.49806817,86,2,32.79447158,79.8,S01,55.15
448.75,72.48030668,0.510163005,85,1,33.90157737,41,S01,55.125
449,76.80946064,0.616721773,93,2,33.61981376,38.9,S01,55.1
449.25,72.03974143,0.658844718,86,1,33.86652714,30.7,S01,55.075
449.5,90.76007139,0.431501282,100,1,32.55361891,72.8,S01,55.05
449.75,80.21311649,0.580118176,98,2,33.65574543,57.5,S01,55.025
450,99.01190686,0.576540216,93,0,32.90611738,72.1,S01,55
450.25,79.39339186,0.60734127,96,1,33.30133837,62.4,S01,54.975
450.5,72.91593233,0.549868991,88,2,33.76718245,79.9,S01,54.95
450.75,64.86285607,0.305750231,100,1,33.5455468,56.9,S01,54.925
451,61.96860324,0.484457757,95,1,33.07423001,37.4,S01,54.9
451.25,64.15864057,0.384429243,92,0,33.50313658,38.7,S01,54.875
451.5,82.67126651,0.479739423,91,0,32.73423234,54.1,S01,54.85
451.75,85.08725023,0.598000424,97,0,34.0751337,64.8,S01,54.825
452,64.18809298,0.530515084,87,3,33.39735799,77,S01,54.8
452.25,88.95038314,0.614809087,95,1,34.05927497,64.8,S01,54.775
452.5,75.16938948,0.534175392,87,1,33.23673416,32.3,S01,54.75
452.75,81.46793012,0.370167406,99,1,33.23821201,37.7,S01,54.725
453,96.12220628,0.247915299,99,3,33.11790661,56.7,S01,54.7
453.25,88.96839316,0.514880876,91,0,33.93808697,77.2,S01,54.675
453.5,77.31469352,0.478607353,92,1,33.14528442,70,S01,54.65
453.75,71.08807775,0.402305426,99,0,33.82229772,49.2,S01,54.625
454,58.48184599,0.329937275,95,2,33.3087738,41.6,S01,54.6
454.25,72.80846681,0.426525679,92,0,32.51201835,31.4,S01,54.575
454.5,77.88869761,0.480550852,99,1,33.21484297,52.8,S01,54.55
454.75,70.12820473,0.566587782,92,4,32.91044589,73.2,S01,54.525
455,78.68743033,0.518863108,89,0,33.51695136,64.8,S01,54.5
455.25,80.76851883,0.660806725,97,0,32.90479613,31.4,S01,54.475
455.5,77.75144018,0.396439594,100,0,33.96298755,79.9,S01,54.45
455.75,73.49997419,0.588105889,93,0,33.45446207,60.1,S01,54.425
456,81.68654672,0.504729874,85,1,33.411202,58.3,S01,54.4
456.25,84.4194065,0.569466912,91,1,33.82794607,41.4,S01,54.375
456.5,69.09600923,0.456348514,97,2,33.98195347,68.2,S01,54.35
456.75,94.1093238,0.607168037,100,2,33.48995062,45.5,S01,54.325
457,79.01411868,0.529522476,95,1,33.11439985,40.7,S01,54.3
457.25,80.18849623,0.432055502,92,2,32.61301519,50.9,S01,54.275
457.5,87.08214423,0.498797597,91,1,33.15697512,43.5,S01,54.25
457.75,82.33216131,0.476044414,91,4,33.19139388,62.5,S01,54.225
458,89.53136634,0.548917835,100,2,33.55352873,35.9,S01,54.2
458.25,82.87124165,0.382022325,99,0,33.32742656,34,S01,54.175
458.5,73.87562625,0.49706483,93,3,33.84396649,31.8,S01,54.15
458.75,83.61503525,0.539530725,85,3,33.19350836,79.9,S01,54.125
459,68.56273793,0.503302331,96,1,33.47147942,57.6,S01,54.1
459.25,81.08559706,0.634694124,97,1,34.09199372,55.3,S01,54.075
459.5,79.66770009,0.577402277,97,0,33.67091261,46.4,S01,54.05
459.75,77.91883143,0.49925192,86,0,33.46998123,47.9,S01,54.025
460,78.71462489,0.52166891,99,0,33.19902778,68.4,S01,54
460.25,61.18150955,0.529566555,88,0,33.1833843,75.2,S01,53.975
460.5,74.51275092,0.54032996,85,2,33.07469337,65.7,S01,53.95
460.75,80.92844901,0.3174342,92,1,33.22949657,55.7,S01,53.925
461,81.59856392,0.46984737,87,1,33.87783292,41.1,S01,53.9
461.25,69.72324859,0.351556093,96,0,33.38905586,37.7,S01,53.875
461.5,92.65707841,0.627828095,95,1,32.82511347,33.2,S01,53.85
461.75,71.33825152,0.493915048,96,0,34.38408465,76.5,S01,53.825
462,89.69457201,0.480665905,90,0,33.6599826,61.1,S01,53.8
462.25,84.27194362,0.589679733,94,0,32.7965283,67.5,S01,53.775
462.5,73.5377269,0.54223248,98,1,33.27907554,59.5,S01,53.75
462.75,97.75310893,0.387136549,97,3,33.55544319,57.9,S01,53.725
463,68.06363168,0.492909464,89,0,34.35229605,43.5,S01,53.7
463.25,89.19154174,0.466483303,100,1,32.94594377,38.8,S01,53.675
463.5,90.00582318,0.325546711,85,1,33.98802036,73.4,S01,53.65
463.75,73.29379791,0.430972377,90,2,34.19974321,55.4,S01,53.625
464,93.924653,0.481645968,90,1,33.18567285,79.9,S01,53.6
464.25,77.49953485,0.488504907,95,0,33.36124319,38.4,S01,53.575
464.5,82.88693629,0.351776858,88,0,32.98184538,53.6,S01,53.55
464.75,82.60321839,0.615166558,96,0,33.39826943,52.7,S01,53.525
465,78.65691259,0.489789694,94,1,33.48170501,43.5,S01,53.5
465.25,88.10808273,0.503755308,93,2,33.829825,58.4,S01,53.475
465.5,87.93488721,0.540064164,98,1,34.04509174,45.2,S01,53.45
465.75,62.51468027,0.421192375,98,0,33.12595197,66.6,S01,53.425
466,93.04340243,0.545635597,100,2,32.51633747,36.4,S01,53.4
466.25,63.37508012,0.463292535,88,0,33.48937761,76,S01,53.375
466.5,90.32546204,0.410341446,99,1,33.64676876,39.4,S01,53.35
466.75,91.26705137,0.557344749,94,0,33.62470884,38.7,S01,53.325
467,69.0903357,0.649167386,85,1,33.33666338,46.8,S01,53.3
467.25,75.89185712,0.572482937,87,1,33.56237605,37.1,S01,53.275
467.5,68.94295332,0.592297757,89,1,34.2577224,64.9,S01,53.25
467.75,77.8507897,0.447936939,98,1,33.69086708,76.5,S01,53.225
468,76.91965716,0.340238027,93,1,33.31331579,79.9,S01,53.2
468.25,87.79660532,0.649013752,96,1,33.24990109,35.5,S01,53.175
468.5,93.10308746,0.705451489,94,0,33.41507382,56,S01,53.15
468.75,93.95683811,0.654280677,94,0,34.31836998,32.5,S01,53.125
469,74.37831973,0.466421406,91,0,33.40834965,68.1,S01,53.1
469.25,77.90778126,0.384536566,10,2,33.49010283,56,S01,53.075
469.5,63.16561808,0.39343173,86,3,33.25884321,52,S01,53.05
469.75,71.94129934,0.331626743,95,1,34.04949168,70.8,S01,53.025
470,89.64851633,0.489262138,85,1,34.47991863,73.6,S01,53
470.25,96.15582824,0.660567796,91,3,33.72530652,63.9,S01,52.975
470.5,67.65651128,0.485833737,93,1,33.54138645,63.1,S01,52.95
470.75,74.07535741,0.53023229,93,0,33.51839142,69.2,S01,52.925
471,79.73594243,0.637559696,94,1,32.30784661,63.8,S01,52.9
471.25,82.80161159,0.459590469,94,1,33.87257543,68.6,S01,52.875
471.5,71.9039648,0.703553146,88,1,33.56708321,39.1,S01,52.85
471.75,84.24061044,0.699209441,88,0,33.71417103,62.1,S01,52.825
472,75.26160653,0.486888866,87,1,33.1442689,62.3,S01,52.8
472.25,79.85547729,0.442246574,99,2,33.30777156,63.2,S01,52.775
472.5,85.46284248,0.569723805,90,1,33.29448753,66.7,S01,52.75
472.75,80.0642227,0.465247506,97,1,34.01081149,30.2,S01,52.725
473,75.63614109,0.384344478,89,1,33.31062008,34.1,S01,52.7
473.25,78.90390196,0.628123865,88,1,34.54133016,75.2,S01,52.675
473.5,79.11637041,0.621644739,92,3,33.71543121,70.4,S01,52.65
473.75,76.2998897,0.51555116,96,1,32.86215867,72.2,S01,52.625
474,77.41203937,0.373713525,94,1,33.43572685,33.6,S01,52.6
474.25,95.98647171,0.377047375,85,1,33.17416244,63.6,S01,52.575
474.5,85.60919448,0.510722929,88,2,32.40280877,50.6,S01,52.55
474.75,77.04519682,0.450012897,87,2,34.29973547,71.3,S01,52.525
475,86.96954405,0.465890707,91,1,33.85157127,62.3,S01,52.5
475.25,76.6618051,0.602196316,86,3,33.76660366,48,S01,52.475
475.5,91.73124638,0.573317932,91,2,33.58270183,59,S01,52.45
475.75,83.69642192,0.637814268,89,2,32.80899122,33.6,S01,52.425
476,78.92697856,0.400937678,94,2,33.25819143,50.3,S01,52.4
476.25,84.47716926,0.465680843,86,2,33.92089039,33.4,S01,52.375
476.5,64.29123848,0.57589817,99,1,32.97438999,68.2,S01,52.35
476.75,68.73232531,0.544807834,95,0,32.23411534,58,S01,52.325
477,68.06074994,0.653238038,95,1,33.386447,76,S01,52.3
477.25,81.42943095,0.542053671,95,1,33.42912122,66.3,S01,52.275
477.5,97.32514999,0.68481091,90,0,33.56778171,69.2,S01,52.25
477.75,102.3130015,0.55400178,86,0,33.86425932,39.3,S01,52.225
478,86.38051101,0.606216745,85,3,33.81880291,35.8,S01,52.2
478.25,85.00844475,0.467648505,97,1,33.6293849,43.9,S01,52.175
478.5,61.98942266,0.501428721,91,2,34.09776569,58.1,S01,52.15
478.75,74.573262,0.59109444,86,5,32.74051511,37.8,S01,52.125
479,72.12216248,0.661297817,90,0,33.75229091,47.5,S01,52.1
479.25,73.79152402,0.572923695,94,1,33.81326918,40.1,S01,52.075
479.5,78.31856181,0.491682823,90,0,32.88021886,48.2,S01,52.05
479.75,75.27909422,0.637733503,93,0,32.7485647,49.9,S01,52.025
480,60.2070019,0.280802134,86,0,33.12702894,73.3,S01,52
480.25,87.47910256,0.35777655,92,1,33.16922928,71,S01,51.975
480.5,69.27256974,0.568163422,94,1,33.87670973,41.1,S01,51.95
480.75,82.39246864,0.501410836,97,1,33.19273061,43.5,S01,51.925
481,100.7408267,0.560551365,93,0,33.07182574,39,S01,51.9
481.25,70.80615408,0.506440752,93,1,33.19418313,73.4,S01,51.875
481.5,54.69712477,0.557094569,85,0,34.05931617,66.8,S01,51.85
481.75,77.13995778,0.418559718,85,1,33.50652169,64.4,S01,51.825
482,91.00959635,0.557048609,99,1,33.41037449,70.4,S01,51.8
482.25,99.58347454,0.599441453,86,0,33.44499725,48.3,S01,51.775
482.5,67.70450406,0.62205506,87,2,34.14603017,49.9,S01,51.75
482.75,84.96699223,0.701355429,86,0,33.12541414,62.4,S01,51.725
483,75.34689543,0.524409844,86,2,34.15775415,42.2,S01,51.7
483.25,78.94051646,0.527391109,96,1,33.60524815,42.8,S01,51.675
483.5,106.4434335,0.347682754,98,1,33.41979031,30,S01,51.65
483.75,64.97029672,0.44685886,89,1,34.75045025,48.4,S01,51.625
484,82.53739661,0.480691793,87,1,32.97218026,72.9,S01,51.6
484.25,84.67693172,0.605031955,93,1,33.32315712,41,S01,51.575
484.5,90.85786325,0.438899888,86,0,32.88378438,40.8,S01,51.55
484.75,80.97983153,0.579634002,90,1,33.97623099,31.8,S01,51.525
485,83.0805054,0.499837828,94,1,34.34459447,38.7,S01,51.5
485.25,76.08351433,0.482283188,99,1,34.33496139,68.2,S01,51.475
485.5,82.69126941,0.524889397,89,1,34.11197438,45.2,S01,51.45
485.75,76.56807725,0.460884363,90,0,33.40118977,75.3,S01,51.425
486,86.2157189,0.457096275,99,3,33.31737951,78.3,S01,51.4
486.25,76.30389664,0.329521409,92,1,32.66441511,51.7,S01,51.375
486.5,83.77100394,0.475204579,94,1,34.51793677,60.9,S01,51.35
486.75,79.70737186,0.452003185,90,2,33.73448904,39.8,S01,51.325
487,91.26050251,0.448401901,93,1,33.25402155,56,S01,51.3
487.25,79.48606276,0.541687306,92,1,34.16402844,60.7,S01,51.275
487.5,62.26967532,0.565863195,91,0,33.01361774,62.7,S01,51.25
487.75,92.61921501,0.52321945,88,0,33.70331102,37.1,S01,51.225
488,70.94267699,0.599541519,91,2,33.41368543,77,S01,51.2
488.25,73.46233661,0.557556193,95,1,33.81933857,67.1,S01,51.175
488.5,74.04338706,0.470494381,91,0,33.46821323,76.8,S01,51.15
488.75,93.74438093,0.453714371,96,2,32.77453605,38.7,S01,51.125
489,58.64325786,0.531282224,87,1,33.53778819,63.6,S01,51.1
489.25,111.3774853,0.557376711,87,1,34.02443207,43.5,S01,51.075
489.5,90.56056809,0.639784431,91,0,33.4853918,63.1,S01,51.05
489.75,82.23238914,0.619117304,85,2,33.88755756,44.3,S01,51.025
490,79.45105999,0.445852699,10,1,32.97723526,76.8,S01,51
490.25,82.85554075,0.489799372,94,1,33.4868696,64.8,S01,50.975
490.5,85.21122428,0.56710178,86,2,33.18774477,62.3,S01,50.95
490.75,86.45215586,0.606799778,98,3,33.87349042,43.5,S01,50.925
491,85.55604466,0.593896947,97,1,33.51574578,40.8,S01,50.9
491.25,80.89580681,0.493612217,97,1,33.84503684,63.2,S01,50.875
491.5,78.0266158,0.374597735,100,0,34.04385521,63.3,S01,50.85
491.75,78.48726716,0.400106362,97,2,33.84580929,59.2,S01,50.825
492,78.0509172,0.527263351,95,1,33.63655922,66.5,S01,50.8
492.25,91.33770097,0.534222558,91,1,33.00089387,63.3,S01,50.775
492.5,85.93556722,0.390132063,97,1,33.49860694,40.8,S01,50.75
492.75,50.59611365,0.504456961,88,2,33.2334548,54.8,S01,50.725
493,86.55900777,0.563122436,87,0,33.32796802,51.2,S01,50.7
493.25,81.94736195,0.384877334,96,2,33.31273292,76,S01,50.675
493.5,79.81291244,0.61049972,94,3,33.01003721,30.1,S01,50.65
493.75,76.11481547,0.462246885,93,0,32.52133071,73.9,S01,50.625
494,91.2411272,0.625761311,88,1,33.16592848,45.5,S01,50.6
494.25,89.47526462,0.446654755,98,0,33.59668973,76.1,S01,50.575
494.5,72.27122332,0.397337452,93,1,32.82591148,56.7,S01,50.55
494.75,84.07052287,0.454186301,85,3,33.50784112,49,S01,50.525
495,70.28343265,0.490485188,100,0,34.45013421,73.6,S01,50.5
495.25,66.20381835,0.461152009,97,1,34.01152828,32.1,S01,50.475
495.5,73.73282775,0.478399858,94,2,34.32177075,60.9,S01,50.45
495.75,88.62393472,0.533396515,92,0,33.69556394,75.6,S01,50.425
496,89.53125045,0.482882063,89,1,34.08375491,62.5,S01,50.4
496.25,85.1308542,0.493388761,93,0,33.13801763,44.8,S01,50.375
496.5,87.25095787,0.32907736,90,2,33.17782987,67.1,S01,50.35
496.75,85.16178287,0.539169802,91,0,32.1304299,48.8,S01,50.325
497,73.58518405,0.49107967,95,0,34.09307274,66.3,S01,50.3
497.25,84.31922545,0.661029298,98,0,34.27016199,63.7,S01,50.275
497.5,88.00409525,0.406043483,96,0,33.22341138,56.1,S01,50.25
497.75,87.5429133,0.319170467,85,0,33.37302415,74,S01,50.225
498,91.88913371,0.561806849,91,2,33.12306894,51.6,S01,50.2
498.25,87.08303847,0.534652702,85,0,33.69132678,31.9,S01,50.175
498.5,83.51448208,0.399156698,87,3,34.06246627,59.4,S01,50.15
498.75,90.70150238,0.347025104,88,0,32.62861401,49.4,S01,50.125
499,79.73478741,0.653739673,98,1,33.70471927,66.6,S01,50.1
499.25,71.18125349,0.641411039,95,1,33.36166411,48.3,S01,50.075
499.5,78.36933036,0.251254324,86,0,33.5566972,67.4,S01,50.05
499.75,72.55097355,0.454177697,96,1,33.729497,32.7,S01,50.025
500,73.24821725,0.666419205,96,1,33.40589878,66.2,S01,50
500.25,78.55481329,0.452393744,88,1,33.44820657,77.2,S01,49.975
500.5,72.07580079,0.450938777,88,0,33.39306242,32.6,S01,49.95
500.75,76.9203847,0.471724067,92,1,33.9851581,31.4,S01,49.925
501,61.06385333,0.387910303,88,2,33.70937998,67.1,S01,49.9
501.25,82.13293707,0.329522426,87,0,33.61029177,67.4,S01,49.875
501.5,80.01205475,0.605254731,95,1,32.86452414,57.8,S01,49.85
501.75,71.82911369,0.315706309,98,0,33.31071013,52.2,S01,49.825
502,86.59245668,0.524727145,95,1,33.94933458,53.5,S01,49.8
502.25,89.37570138,0.588657949,92,0,33.51884829,39,S01,49.775
502.5,63.92440136,0.35487737,87,1,33.82976573,35,S01,49.75
502.75,72.37275221,0.40757316,94,0,34.3832559,67.5,S01,49.725
503,72.3085765,0.621317919,95,0,34.01930303,56,S01,49.7
503.25,70.60096899,0.553289172,87,2,33.54657917,65.3,S01,49.675
503.5,88.29474842,0.438271429,98,0,33.24450541,41,S01,49.65
503.75,78.06173861,0.6202249,95,2,32.2232252,70.9,S01,49.625
504,77.35485159,0.620653572,86,1,33.41580754,35.4,S01,49.6
504.25,59.96137636,0.526905269,99,0,33.33699375,42.7,S01,49.575
504.5,86.3541803,0.409983977,98,0,33.6951831,71.4,S01,49.55
504.75,67.60741605,0.45865513,98,1,33.42304739,66.2,S01,49.525
505,80.5993263,0.528638674,94,3,33.33980747,67.3,S01,49.5
505.25,82.77376938,0.481140517,85,0,32.61030053,60.3,S01,49.475
505.5,93.60658596,0.593895718,88,3,33.03001609,62.5,S01,49.45
505.75,66.91179601,0.347022592,97,0,33.73832552,40.3,S01,49.425
506,49.80487844,0.350573647,100,1,34.35795382,61.3,S01,49.4
506.25,81.83849545,0.518087111,87,1,33.45123731,59.5,S01,49.375
506.5,98.00511182,0.450845559,86,0,33.66390554,30.7,S01,49.35
506.75,92.38946353,0.437295139,91,0,33.97623908,66.6,S01,49.325
507,82.09659415,0.323194328,90,0,33.09455303,33.4,S01,49.3
507.25,75.08363814,0.501954584,94,0,33.68340702,35.4,S01,49.275
507.5,88.07122597,0.494724489,90,1,33.12975495,66.6,S01,49.25
507.75,70.264538,0.565347898,85,0,33.93241222,71.9,S01,49.225
508,84.76357769,0.506890613,86,2,33.57570152,47.8,S01,49.2
508.25,85.05470159,0.486739592,95,2,33.64922591,79.4,S01,49.175
508.5,90.60209907,0.617700064,100,1,33.1087007,72.9,S01,49.15
508.75,107.5966004,0.36875327,89,0,33.85351618,33.7,S01,49.125
509,83.92415967,0.553638922,98,3,34.54235646,68.1,S01,49.1
509.25,74.91036374,0.332885284,98,0,32.99604415,67,S01,49.075
509.5,79.74425688,0.416163812,96,2,33.3301205,58.3,S01,49.05
509.75,62.30924095,0.378734287,94,1,33.61580374,64.9,S01,49.025
510,73.05286869,0.578194254,89,0,33.89320311,55.9,S01,49
510.25,75.90717562,0.493458977,92,1,33.22022686,37.1,S01,48.975
510.5,74.75911602,0.498649676,92,0,32.08348485,75.6,S01,48.95
510.75,81.52354872,0.389326701,85,0,34.17959475,59.9,S01,48.925
511,71.77580068,0.47003065,92,1,33.88025306,43.6,S01,48.9
511.25,91.21030667,0.42365347,94,1,32.62852623,49.4,S01,48.875
511.5,80.00207065,0.538345501,99,1,33.1962156,78.9,S01,48.85
511.75,79.90699679,0.400890886,94,1,34.28409121,69.9,S01,48.825
512,76.72105283,0.632979437,91,1,34.22389821,49.8,S01,48.8
512.25,81.55190684,0.332441955,96,0,33.96932001,67.4,S01,48.775
512.5,88.25098265,0.419348017,96,1,33.41194378,49.9,S01,48.75
512.75,71.32869784,0.667720051,98,0,33.54149371,37.3,S01,48.725
513,73.41883511,0.456486125,87,0,33.4345371,52.4,S01,48.7
513.25,76.96273971,0.368512134,92,1,34.06411989,79.9,S01,48.675
513.5,66.54129077,0.521907156,98,0,33.0620788,52.9,S01,48.65
513.75,71.8074214,0.452460776,96,0,33.09710017,55.7,S01,48.625
514,75.23779126,0.416412974,85,1,34.00513729,37.1,S01,48.6
514.25,88.74389181,0.390412919,90,0,33.47781927,62.4,S01,48.575
514.5,82.62561329,0.776837361,96,0,34.18923368,73.7,S01,48.55
514.75,81.93589911,0.47484481,95,1,33.1642439,37.3,S01,48.525
515,88.50897962,0.307443264,85,2,33.47261082,41.4,S01,48.5
515.25,78.62628212,0.649370976,95,1,33.03879351,58.1,S01,48.475
515.5,83.9046485,0.561107091,98,1,33.50368134,61.2,S01,48.45
515.75,78.96778247,0.423353357,95,1,32.76072653,52.3,S01,48.425
516,82.65362349,0.406688091,89,0,33.25618329,63.7,S01,48.4
516.25,74.17241342,0.56734728,85,4,32.78187307,79.9,S01,48.375
516.5,55.61182842,0.475308167,96,0,33.84696162,54.1,S01,48.35
516.75,78.65720838,0.307402218,87,3,33.85829467,67,S01,48.325
517,94.22748136,0.678723996,88,2,32.63486863,41.3,S01,48.3
517.25,89.26215402,0.456600954,91,0,34.16694287,43.3,S01,48.275
517.5,89.65397485,0.649557174,100,0,34.74870756,34.7,S01,48.25
517.75,92.36130722,0.627843496,93,1,33.52300319,60.1,S01,48.225
518,80.88657591,0.399899046,93,0,33.17944287,75.3,S01,48.2
518.25,81.97315707,0.603318986,89,0,34.9121653,50,S01,48.175
518.5,73.82348105,0.434855745,96,1,32.84051575,43.9,S01,48.15
518.75,76.83927144,0.313329941,91,0,33.51005323,33.8,S01,48.125
519,86.1577115,0.457540183,97,2,33.58981114,61,S01,48.1
519.25,92.03884437,0.53976375,91,2,34.17257381,41.4,S01,48.075
519.5,78.60553724,0.453726335,90,0,33.67986949,79.9,S01,48.05
519.75,75.49810735,0.469295166,96,1,33.25068305,39.4,S01,48.025
520,80.00527959,0.614356604,88,0,33.02440781,77.5,S01,48
520.25,86.01206749,0.510649398,93,2,33.32908909,53.8,S01,47.975
520.5,65.56145184,0.415670169,85,0,32.99653632,62.4,S01,47.95
520.75,57.03819047,0.570203032,95,1,33.52391266,60.1,S01,47.925
521,74.49463151,0.519767557,93,2,33.21790191,79.1,S01,47.9
521.25,67.79287574,0.24783952,95,0,32.7529811,63.3,S01,47.875
521.5,74.91859802,0.542835291,98,3,34.12757289,76.1,S01,47.85
521.75,78.52219681,0.539182871,92,1,33.25116374,30.5,S01,47.825
522,75.46751591,0.502012113,91,2,32.8659316,75.9,S01,47.8
522.25,94.52467534,0.589170058,98,0,33.41587043,34.6,S01,47.775
522.5,83.26744765,0.432760642,100,1,33.53418578,65.7,S01,47.75
522.75,83.0047436,0.533649979,93,0,32.62676664,36.4,S01,47.725
523,86.22207144,0.343304063,100,2,33.66582383,32.8,S01,47.7
523.25,68.61166882,0.540709038,91,1,32.97642122,30.8,S01,47.675
523.5,90.39111787,0.69530597,100,1,34.3555144,72.2,S01,47.65
523.75,79.24235713,0.400514365,87,0,33.76198026,71.3,S01,47.625
524,86.70480617,0.424019787,85,2,33.30005,38.9,S01,47.6
524.25,69.28142767,0.428998456,98,0,33.12741611,78.8,S01,47.575
524.5,64.46241234,0.512999823,93,1,33.44751615,70.1,S01,47.55
524.75,88.17889658,0.393696373,96,0,33.80639537,56.5,S01,47.525
525,83.76409526,0.542124738,95,1,33.48725294,31.3,S01,47.5
525.25,70.97948446,0.584683995,91,2,33.3914206,44.8,S01,47.475
525.5,71.30336919,0.553434721,90,0,33.52918515,64,S01,47.45
525.75,91.25434784,0.323158457,90,1,33.19807053,63,S01,47.425
526,68.10588107,0.599516767,97,0,33.32839704,54.4,S01,47.4
526.25,96.42672953,0.593736741,86,1,32.45710378,36.1,S01,47.375
526.5,70.99379265,0.583016137,88,2,33.98686312,62.1,S01,47.35
526.75,86.38391926,0.537284225,96,0,33.64939889,60.9,S01,47.325
527,76.71381524,0.522018931,89,3,33.11327208,47.7,S01,47.3
527.25,86.03187431,0.60323894,85,3,34.44936749,65.3,S01,47.275
527.5,74.55885998,0.692351349,87,1,33.54350824,38.3,S01,47.25
527.75,78.37207094,0.404695954,90,1,32.98192821,37.2,S01,47.225
528,80.40919175,0.60781254,89,1,33.92836871,50.3,S01,47.2
528.25,69.97812544,0.49137829,88,1,33.69902411,70.8,S01,47.175
528.5,87.40824345,0.487032695,93,2,33.69728999,38.7,S01,47.15
528.75,74.86786434,0.346346931,88,1,33.2871222,51.7,S01,47.125
529,77.71400085,0.471521059,87,1,33.72524786,57.9,S01,47.1
529.25,70.05650625,0.400273504,86,1,33.36912085,71.8,S01,47.075
529.5,54.37666341,0.453614557,92,1,33.77797073,77.5,S01,47.05
529.75,78.08972237,0.390181362,88,0,32.54752777,38.3,S01,47.025
530,104.1261542,0.455109161,95,1,33.28306327,57.4,S01,47
530.25,87.84604288,0.459388964,96,2,34.36107755,73.9,S01,46.975
530.5,79.8073962,0.509675492,100,1,33.11646627,74.1,S01,46.95
530.75,77.37109171,0.338525014,97,0,33.19808085,38.1,S01,46.925
531,80.22465893,0.355448185,90,0,33.27601933,79.1,S01,46.9
531.25,85.47119115,0.536191427,87,1,32.89259693,77,S01,46.875
531.5,68.19187185,0.420256188,95,2,32.39585961,63.3,S01,46.85
531.75,91.14321695,0.607452979,87,1,33.3847068,46.8,S01,46.825
532,87.15381315,0.522526972,91,1,33.56792971,67,S01,46.8
532.25,87.18185726,0.560676215,95,1,33.47374747,45.3,S01,46.775
532.5,84.38475739,0.641069232,85,1,33.42756072,38.7,S01,46.75
532.75,80.19616658,0.469028919,93,1,33.52152044,36.3,S01,46.725
533,86.72861236,0.442551329,98,2,34.01142074,64.9,S01,46.7
533.25,85.91814134,0.587170259,88,0,33.40477691,41.3,S01,46.675
533.5,76.45959289,0.550951356,88,0,33.21295871,74.8,S01,46.65
533.75,74.26398227,0.481266969,98,1,33.35943726,61.8,S01,46.625
534,81.01856295,0.639145797,85,2,33.78967338,30.8,S01,46.6
534.25,95.49020151,0.478775569,96,3,34.20601344,61.9,S01,46.575
534.5,67.60892924,0.503277364,98,1,33.18592813,37.5,S01,46.55
534.75,65.32474734,0.502122265,87,1,33.54946689,43.3,S01,46.525
535,81.64760841,0.406540611,92,1,33.66917872,32.5,S01,46.5
535.25,80.50887702,0.507758539,87,0,33.003711,45.5,S01,46.475
535.5,81.73341664,0.639676018,99,2,33.51020858,66.6,S01,46.45
535.75,82.43953198,0.544496832,99,4,32.76716307,70.4,S01,46.425
